h,m,s,voltage
10.00,38.00,26.00400,2.7199294
10.00,38.00,28.44500,2.7158616
10.00,38.00,30.88800,2.7117398
10.00,38.00,33.33400,2.7075685
10.00,38.00,35.77600,2.7033466
10.00,38.00,38.22500,2.6990676
10.00,38.00,40.66900,2.6947196
10.00,38.00,43.10400,2.6903404
10.00,38.00,45.54500,2.6858891
10.00,38.00,47.98900,2.6813623
10.00,38.00,50.43800,2.6767601
10.00,38.00,52.87700,2.6721191
10.00,38.00,55.32000,2.6673779
10.00,38.00,57.76700,2.6625742
10.00,39.00,0.20800,2.6577092
10.00,39.00,2.64900,2.6527655
10.00,39.00,5.08800,2.6477356
10.00,39.00,7.52700,2.6426238
10.00,39.00,9.97300,2.6374129
10.00,39.00,12.41300,2.6321202
10.00,39.00,14.85300,2.6267315
10.00,39.00,17.30000,2.6212425
10.00,39.00,19.73800,2.6156632
10.00,39.00,22.17300,2.6099902
10.00,39.00,24.61000,2.6041997
10.00,39.00,27.05400,2.5982821
10.00,39.00,29.50000,2.5922342
10.00,39.00,31.94400,2.5860828
10.00,39.00,34.38000,2.5798216
10.00,39.00,36.82400,2.5733999
10.00,39.00,39.26600,2.5668445
10.00,39.00,41.70600,2.5601653
10.00,39.00,44.14500,2.5533363
10.00,39.00,46.58800,2.546322
10.00,39.00,49.02900,2.5391397
10.00,39.00,51.47000,2.5317796
10.00,39.00,53.91500,2.5242192
10.00,39.00,56.36200,2.5234629
10.00,39.00,58.80000,2.5219224
10.00,40.00,1.23800,2.5206663
10.00,40.00,3.68600,2.5194909
10.00,40.00,6.13000,2.5184912
10.00,40.00,8.56700,2.5173611
10.00,40.00,11.02600,2.5164624
10.00,40.00,13.46400,2.5155822
10.00,40.00,15.90900,2.5147721
10.00,40.00,18.34900,2.5140643
10.00,40.00,20.79200,2.5133339
10.00,40.00,23.22700,2.5126143
10.00,40.00,25.66000,2.5119259
10.00,40.00,28.09700,2.5112709
10.00,40.00,30.54000,2.5103562
10.00,40.00,32.97900,2.5096646
10.00,40.00,35.42400,2.5091077
10.00,40.00,37.86000,2.5084914
10.00,40.00,40.30300,2.50783
10.00,40.00,42.74800,2.5072924
10.00,40.00,45.18200,2.506785
10.00,40.00,47.61800,2.5062496
10.00,40.00,50.05000,2.5058661
